id,,000_to_$14,,Total,,
060871001001,19
060871001002,0
060871002001,49
060871002002,0
060871002003,0
060871002004,0
060871002005,0
060871002006,0
060871002007,0
060871003001,0
060871003002,36
060871004001,0
060871004002,0
060871004003,0
060871005001,0
060871005002,38
060871005003,0
060871006001,0
060871006002,0
060871006003,0
060871007001,0
060871007002,0
060871008001,0
060871008002,0
060871008003,0
060871008004,0
060871008005,0
060871008006,0
060871009001,81
060871009002,0
060871009003,0
060871009004,0
060871009005,0
060871010001,0
060871010002,0
060871010003,0
060871010004,0
060871010005,0
060871010006,0
060871010007,0
060871011001,0
060871011002,0
060871011003,0
060871011004,0
060871011005,0
060871012001,0
060871012002,0
060871012003,29
060871101001,0
060871101002,0
060871101003,0
060871101004,21
060871102001,34
060871102002,0
060871102003,0
060871102004,0
060871102005,0
060871103001,0
060871103002,0
060871103003,0
060871103004,0
060871104001,0
060871104002,0
060871104003,0
060871104004,15
060871105011,42
060871105012,0
060871105013,0
060871105014,0
060871105021,22
060871105022,0
060871105023,0
060871106001,0
060871106002,0
060871106003,0
060871106004,0
060871106005,0
060871107001,31
060871107002,0
060871107003,0
060871202001,0
060871202002,12
060871203011,37
060871203012,0
060871203013,51
060871203021,0
060871203022,0
060871203023,13
060871204001,0
060871204002,0
060871204003,26
060871204004,0
060871205001,0
060871205002,17
060871205003,0
060871205004,0
060871205005,16
060871206001,66
060871206002,0
060871206003,0
060871206004,0
060871206005,0
060871207001,0
060871207002,0
060871207003,0
060871208001,0
060871208002,0
060871208003,0
060871209001,39
060871209002,0
060871209003,0
060871209004,39
060871210001,0
060871210002,0
060871210003,0
060871211001,10
060871211002,0
060871212001,0
060871212002,0
060871212003,0
060871212004,0
060871212005,40
060871213001,0
060871213002,0
060871213003,0
060871213004,0
060871214011,0
060871214012,12
060871214021,0
060871214022,15
060871214023,0
060871214031,17
060871214032,0
060871214033,0
060871215001,0
060871215002,41
060871215003,0
060871215004,0
060871215005,0
060871216001,0
060871216002,0
060871216003,0
060871216004,0
060871216005,114
060871217001,0
060871217002,0
060871217003,0
060871217004,93
060871217005,0
060871217006,0
060871218001,0
060871218002,0
060871218003,0
060871218004,45
060871220011,27
060871220012,16
060871220013,0
060871220014,0
060871220015,12
060871220021,37
060871220022,0
060871220031,16
060871220032,0
060871220033,0
060871220034,0
060871220035,0
060871221001,33
060871221002,0
060871221003,0
060871222011,0
060871222012,100
060871222013,0
060871222014,0
060871222015,35
060871222016,12
060871222017,7
060871222021,0
060871222031,32
060871222032,20
060871223001,17
060871223002,9
060871223003,0
060871224001,0
060871224002,0
060871224003,0
060871224004,0
060871224005,0
060871224006,18
060871225001,0
060871225002,0
060871225003,0
060871225004,0
060871231001,0
060871231002,0
060871233001,0
060879901000,0
