id,,,,,Total,,
060871001001,298
060871001002,434
060871002001,276
060871002002,243
060871002003,601
060871002004,354
060871002005,564
060871002006,346
060871002007,238
060871003001,524
060871003002,692
060871004001,127
060871004002,0
060871004003,322
060871005001,465
060871005002,828
060871005003,779
060871006001,672
060871006002,367
060871006003,226
060871007001,356
060871007002,599
060871008001,513
060871008002,483
060871008003,527
060871008004,762
060871008005,496
060871008006,265
060871009001,361
060871009002,889
060871009003,251
060871009004,262
060871009005,177
060871010001,948
060871010002,278
060871010003,270
060871010004,197
060871010005,209
060871010006,908
060871010007,595
060871011001,508
060871011002,353
060871011003,299
060871011004,732
060871011005,311
060871012001,340
060871012002,374
060871012003,525
060871101001,351
060871101002,404
060871101003,547
060871101004,1121
060871102001,516
060871102002,451
060871102003,304
060871102004,421
060871102005,459
060871103001,399
060871103002,330
060871103003,461
060871103004,558
060871104001,487
060871104002,308
060871104003,310
060871104004,805
060871105011,655
060871105012,542
060871105013,440
060871105014,347
060871105021,548
060871105022,640
060871105023,282
060871106001,555
060871106002,305
060871106003,303
060871106004,723
060871106005,390
060871107001,351
060871107002,293
060871107003,206
060871202001,1100
060871202002,472
060871203011,732
060871203012,762
060871203013,579
060871203021,219
060871203022,538
060871203023,276
060871204001,587
060871204002,421
060871204003,804
060871204004,341
060871205001,321
060871205002,670
060871205003,658
060871205004,501
060871205005,309
060871206001,223
060871206002,379
060871206003,362
060871206004,501
060871206005,416
060871207001,418
060871207002,533
060871207003,746
060871208001,1062
060871208002,708
060871208003,635
060871209001,1013
060871209002,478
060871209003,1002
060871209004,634
060871210001,604
060871210002,282
060871210003,372
060871211001,283
060871211002,883
060871212001,262
060871212002,567
060871212003,792
060871212004,422
060871212005,245
060871213001,719
060871213002,216
060871213003,455
060871213004,219
060871214011,377
060871214012,526
060871214021,541
060871214022,788
060871214023,261
060871214031,661
060871214032,408
060871214033,283
060871215001,228
060871215002,447
060871215003,729
060871215004,387
060871215005,333
060871216001,319
060871216002,405
060871216003,911
060871216004,534
060871216005,427
060871217001,947
060871217002,186
060871217003,258
060871217004,998
060871217005,208
060871217006,223
060871218001,561
060871218002,701
060871218003,665
060871218004,155
060871220011,529
060871220012,156
060871220013,284
060871220014,223
060871220015,620
060871220021,791
060871220022,577
060871220031,531
060871220032,496
060871220033,1108
060871220034,352
060871220035,284
060871221001,379
060871221002,460
060871221003,581
060871222011,377
060871222012,503
060871222013,439
060871222014,244
060871222015,416
060871222016,601
060871222017,205
060871222021,855
060871222031,845
060871222032,621
060871223001,348
060871223002,294
060871223003,794
060871224001,705
060871224002,349
060871224003,412
060871224004,433
060871224005,260
060871224006,350
060871225001,251
060871225002,440
060871225003,537
060871225004,295
060871231001,424
060871231002,378
060871233001,419
060879901000,0
