id,,$100_to_$149,,Total,,
060871001001,0
060871001002,34
060871002001,0
060871002002,0
060871002003,0
060871002004,0
060871002005,0
060871002006,0
060871002007,0
060871003001,0
060871003002,0
060871004001,0
060871004002,0
060871004003,26
060871005001,0
060871005002,0
060871005003,122
060871006001,65
060871006002,0
060871006003,35
060871007001,0
060871007002,43
060871008001,0
060871008002,43
060871008003,0
060871008004,0
060871008005,40
060871008006,0
060871009001,0
060871009002,0
060871009003,0
060871009004,0
060871009005,0
060871010001,0
060871010002,52
060871010003,38
060871010004,90
060871010005,0
060871010006,37
060871010007,37
060871011001,0
060871011002,0
060871011003,0
060871011004,0
060871011005,55
060871012001,0
060871012002,0
060871012003,0
060871101001,39
060871101002,0
060871101003,0
060871101004,0
060871102001,0
060871102002,0
060871102003,0
060871102004,0
060871102005,0
060871103001,19
060871103002,0
060871103003,21
060871103004,28
060871104001,45
060871104002,0
060871104003,0
060871104004,0
060871105011,36
060871105012,26
060871105013,0
060871105014,0
060871105021,0
060871105022,25
060871105023,0
060871106001,29
060871106002,0
060871106003,0
060871106004,0
060871106005,0
060871107001,0
060871107002,0
060871107003,0
060871202001,7
060871202002,0
060871203011,0
060871203012,32
060871203013,36
060871203021,0
060871203022,9
060871203023,0
060871204001,0
060871204002,0
060871204003,0
060871204004,0
060871205001,0
060871205002,0
060871205003,0
060871205004,0
060871205005,0
060871206001,0
060871206002,0
060871206003,0
060871206004,0
060871206005,0
060871207001,0
060871207002,28
060871207003,0
060871208001,47
060871208002,0
060871208003,0
060871209001,0
060871209002,0
060871209003,97
060871209004,0
060871210001,13
060871210002,27
060871210003,0
060871211001,10
060871211002,0
060871212001,3
060871212002,0
060871212003,0
060871212004,0
060871212005,0
060871213001,19
060871213002,20
060871213003,21
060871213004,19
060871214011,0
060871214012,0
060871214021,9
060871214022,0
060871214023,0
060871214031,39
060871214032,20
060871214033,0
060871215001,15
060871215002,0
060871215003,0
060871215004,34
060871215005,0
060871216001,0
060871216002,67
060871216003,36
060871216004,66
060871216005,0
060871217001,42
060871217002,0
060871217003,0
060871217004,44
060871217005,0
060871217006,0
060871218001,43
060871218002,68
060871218003,132
060871218004,0
060871220011,0
060871220012,0
060871220013,33
060871220014,0
060871220015,21
060871220021,0
060871220022,0
060871220031,0
060871220032,0
060871220033,0
060871220034,14
060871220035,38
060871221001,23
060871221002,23
060871221003,0
060871222011,0
060871222012,151
060871222013,0
060871222014,0
060871222015,0
060871222016,0
060871222017,28
060871222021,0
060871222031,9
060871222032,9
060871223001,84
060871223002,8
060871223003,0
060871224001,0
060871224002,0
060871224003,0
060871224004,0
060871224005,27
060871224006,0
060871225001,0
060871225002,0
060871225003,0
060871225004,0
060871231001,0
060871231002,0
060871233001,0
060879901000,0
